class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
T,9,1,2,"Left,Right",2025-12-06T11:05:47.549031,-1,0.15005548298358917,0.3169674575328827,-4.780470064247311e-08,0.2312144935131073
T,9,2,2,"Left,Right",2025-12-06T11:05:48.106224,-1,0.16033703088760376,0.3260628879070282,-3.092829814477227e-08,0.24194279313087463
T,9,3,2,"Left,Right",2025-12-06T11:05:48.662654,-1,0.16846619546413422,0.3230666220188141,-3.3336200466749233e-09,0.24396905303001404
T,9,4,2,"Left,Right",2025-12-06T11:05:49.217520,-1,0.17038694024085999,0.3246760368347168,-2.5683261739573027e-08,0.2451941817998886
T,9,5,2,"Left,Right",2025-12-06T11:05:49.775218,-1,0.17027457058429718,0.32577431201934814,-1.517585701549251e-08,0.24677865207195282
T,9,6,2,"Left,Right",2025-12-06T11:05:50.329207,-1,0.17661456763744354,0.32543063163757324,2.597021975248026e-08,0.2502478361129761
T,9,7,2,"Left,Right",2025-12-06T11:05:50.883860,-1,0.1728729009628296,0.3272063136100769,-3.6033153349990243e-08,0.24646365642547607
T,9,8,2,"Left,Right",2025-12-06T11:05:51.450748,-1,0.17797666788101196,0.32547998428344727,-2.8423905007457506e-08,0.2518952488899231
T,9,9,2,"Left,Right",2025-12-06T11:05:52.013614,-1,0.1781969964504242,0.3239871859550476,3.246036683890452e-08,0.25278326869010925
T,9,10,2,"Left,Right",2025-12-06T11:05:52.570908,-1,0.1820172667503357,0.3244076669216156,1.8123724743190905e-09,0.2576434016227722
