class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
N,10,1,2,"Left,Right",2026-01-28T11:15:15.324467,-1,0.39154520630836487,0.8919350504875183,5.956937911832938e-07,0.3850133419036865
N,10,2,2,"Left,Right",2026-01-28T11:15:15.851807,-1,0.38497525453567505,0.8950310349464417,5.650873049489746e-07,0.3820745348930359
N,10,3,2,"Left,Right",2026-01-28T11:15:16.381203,-1,0.3871864676475525,0.8939077854156494,5.51642415302922e-07,0.3848173916339874
N,10,4,2,"Left,Right",2026-01-28T11:15:16.881971,-1,0.3867948651313782,0.8932249546051025,6.257102427298378e-07,0.3837328553199768
N,10,5,2,"Left,Right",2026-01-28T11:15:17.435093,-1,0.3887972831726074,0.8955726623535156,5.745107500843005e-07,0.3833392262458801
N,10,6,2,"Left,Right",2026-01-28T11:15:17.971937,-1,0.38950490951538086,0.8899248838424683,6.071609846003412e-07,0.3852602243423462
N,10,7,2,"Left,Right",2026-01-28T11:15:18.472283,-1,0.3903021812438965,0.8906463980674744,5.885187306375883e-07,0.3881503641605377
N,10,8,2,"Left,Right",2026-01-28T11:15:19.001938,-1,0.3942931592464447,0.8823854923248291,5.965368927718373e-07,0.3912526071071625
N,10,9,2,"Left,Right",2026-01-28T11:15:19.532175,-1,0.38713061809539795,0.8818070888519287,5.755979941568512e-07,0.3856210708618164
N,10,10,2,"Left,Right",2026-01-28T11:15:20.061752,-1,0.38622674345970154,0.8949976563453674,5.418060595729912e-07,0.38178175687789917
