class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
S,9,1,2,"Left,Right",2026-01-28T11:38:47.410818,-1,0.23724743723869324,0.8868211507797241,1.1110542175174487e-07,0.3455452024936676
S,9,2,2,"Left,Right",2026-01-28T11:38:47.944146,-1,0.23002222180366516,0.8843458890914917,8.028148812400104e-08,0.3342157304286957
S,9,3,2,"Left,Right",2026-01-28T11:38:48.511038,-1,0.2275766134262085,0.8902190923690796,1.215327785075715e-07,0.33654698729515076
S,9,4,2,"Left,Right",2026-01-28T11:38:49.041361,-1,0.22642210125923157,0.8867429494857788,7.177076355446843e-08,0.33330056071281433
S,9,5,2,"Left,Right",2026-01-28T11:38:49.574126,-1,0.2267305999994278,0.8875621557235718,1.1806402966385576e-07,0.336797833442688
S,9,6,2,"Left,Right",2026-01-28T11:38:50.105310,-1,0.22476598620414734,0.8883283734321594,6.261231533244427e-08,0.33526158332824707
S,9,7,2,"Left,Right",2026-01-28T11:38:50.643991,-1,0.22806286811828613,0.8905957341194153,9.759777697126992e-08,0.3348681628704071
S,9,8,2,"Left,Right",2026-01-28T11:38:51.197726,-1,0.22211286425590515,0.8893836736679077,9.033078640641179e-08,0.33153843879699707
S,9,9,2,"Left,Right",2026-01-28T11:38:51.732674,-1,0.213221937417984,0.8885669708251953,5.364226396409322e-08,0.32564061880111694
S,9,10,2,"Left,Right",2026-01-28T11:38:52.263454,-1,0.20219092071056366,0.8942114114761353,7.412385372163044e-08,0.3156062960624695
