class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
I,6,1,1,Left,2025-12-04T20:16:22.906945,-1,0.2242729514837265,0.8601915836334229,-4.2183836512776907e-07,0.2646298110485077
I,6,2,1,Left,2025-12-04T20:16:23.438950,-1,0.220304936170578,0.8653729557991028,-4.288557420295547e-07,0.26159903407096863
I,6,3,1,Left,2025-12-04T20:16:23.966490,-1,0.22401821613311768,0.8593294620513916,-4.4385387809597887e-07,0.26505428552627563
I,6,4,1,Left,2025-12-04T20:16:24.483237,-1,0.22364135086536407,0.8580526113510132,-4.154540533818363e-07,0.26457199454307556
I,6,5,1,Left,2025-12-04T20:16:25.040133,-1,0.22731974720954895,0.8536427617073059,-4.2048674231409677e-07,0.26759177446365356
I,6,6,1,Left,2025-12-04T20:16:25.583933,-1,0.22416263818740845,0.8587923049926758,-4.3704241647901654e-07,0.2660563588142395
I,6,7,1,Left,2025-12-04T20:16:26.129282,-1,0.22613413631916046,0.8583143949508667,-4.489492368975334e-07,0.2686156630516052
I,6,8,1,Left,2025-12-04T20:16:26.673344,-1,0.22698326408863068,0.8558840751647949,-4.3573135144470143e-07,0.26863738894462585
I,6,9,1,Left,2025-12-04T20:16:27.186189,-1,0.22584274411201477,0.8556798100471497,-4.223240068768064e-07,0.2668057680130005
I,6,10,1,Left,2025-12-04T20:16:27.746827,-1,0.22687242925167084,0.8543035984039307,-4.231476680160995e-07,0.26748526096343994
