class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
M,5,1,2,"Left,Right",2026-01-28T11:05:31.070203,-1,0.4321596622467041,0.8660722374916077,5.980687660667172e-07,0.41146326065063477
M,5,2,2,"Left,Right",2026-01-28T11:05:31.584061,-1,0.3923865854740143,0.8574355840682983,3.489820414870337e-07,0.3755955696105957
M,5,3,2,"Left,Right",2026-01-28T11:05:32.102566,-1,0.40987253189086914,0.8542777299880981,4.538884468274773e-07,0.3964681923389435
M,5,4,2,"Left,Right",2026-01-28T11:05:32.656834,-1,0.41254550218582153,0.8523404598236084,4.409210703215649e-07,0.39825743436813354
M,5,5,2,"Left,Right",2026-01-28T11:05:33.192358,-1,0.41083869338035583,0.8573496341705322,3.6410639836503833e-07,0.39723992347717285
M,5,6,2,"Left,Right",2026-01-28T11:05:33.705568,-1,0.41063809394836426,0.8570746779441833,3.685120759655547e-07,0.4005756378173828
M,5,7,2,"Left,Right",2026-01-28T11:05:34.291499,-1,0.41643965244293213,0.8473362922668457,4.3841311025971663e-07,0.4007163345813751
M,5,8,2,"Left,Right",2026-01-28T11:05:34.839949,-1,0.41445624828338623,0.8443191051483154,3.9244773120117316e-07,0.40094396471977234
M,5,9,2,"Left,Right",2026-01-28T11:05:35.399877,-1,0.4119354784488678,0.8566862344741821,3.4812291005437146e-07,0.3977460265159607
M,5,10,2,"Left,Right",2026-01-28T11:05:35.953325,-1,0.4175436496734619,0.8505329489707947,3.767953842270799e-07,0.40621352195739746
