class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
A,4,1,2,"Left,Right",2026-01-27T20:41:30.872465,-1,0.38494667410850525,0.8003848195075989,2.4872798931596662e-08,0.4293757975101471
A,4,2,2,"Left,Right",2026-01-27T20:41:31.419259,-1,0.3833025097846985,0.8027812838554382,1.3725609093739877e-08,0.4256891906261444
A,4,3,2,"Left,Right",2026-01-27T20:41:31.974574,-1,0.3825124204158783,0.8029494285583496,1.5300738454016027e-08,0.42659541964530945
A,4,4,2,"Left,Right",2026-01-27T20:41:32.508114,-1,0.38354557752609253,0.8061975836753845,2.169612578484248e-08,0.42676621675491333
A,4,5,2,"Left,Right",2026-01-27T20:41:33.033792,-1,0.3848499059677124,0.8053982257843018,3.489232369702222e-08,0.4302862584590912
A,4,6,2,"Left,Right",2026-01-27T20:41:33.568885,-1,0.3829367160797119,0.8044049739837646,2.4316912927702106e-09,0.42721807956695557
A,4,7,2,"Left,Right",2026-01-27T20:41:34.128570,-1,0.3844122290611267,0.803166925907135,2.1590395249404537e-08,0.4285849928855896
A,4,8,2,"Left,Right",2026-01-27T20:41:34.672655,-1,0.38407111167907715,0.8061538338661194,2.249327479830754e-08,0.42821410298347473
A,4,9,2,"Left,Right",2026-01-27T20:41:35.231044,-1,0.38565921783447266,0.8049026131629944,3.9602600310217895e-08,0.4295510947704315
A,4,10,2,"Left,Right",2026-01-27T20:41:35.765714,-1,0.38501814007759094,0.8038109540939331,3.198525888592485e-08,0.42973437905311584
