class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
J,7,1,1,Left,2025-12-04T20:32:27.620133,-1,0.29664334654808044,0.495029091835022,-1.9168447806805489e-07,0.30398932099342346
J,7,2,1,Left,2025-12-04T20:32:28.164250,-1,0.29657673835754395,0.4884791672229767,-1.9076676949225657e-07,0.3117222785949707
J,7,3,1,Left,2025-12-04T20:32:28.677302,-1,0.301231324672699,0.4868074357509613,-1.9328398082052445e-07,0.31562209129333496
J,7,4,1,Left,2025-12-04T20:32:29.222842,-1,0.2936541438102722,0.49496227502822876,-1.9683452023855352e-07,0.30399075150489807
J,7,5,1,Left,2025-12-04T20:32:29.778518,-1,0.29654714465141296,0.4957182705402374,-1.972151579821002e-07,0.3077579140663147
J,7,6,1,Left,2025-12-04T20:32:30.328338,-1,0.29691562056541443,0.48726868629455566,-1.929822843749207e-07,0.3089619576931
J,7,7,1,Left,2025-12-04T20:32:30.871683,-1,0.2989982068538666,0.48993608355522156,-1.8835524429050565e-07,0.3101123571395874
J,7,8,1,Left,2025-12-04T20:32:31.374954,-1,0.296921044588089,0.489676833152771,-1.9061249645346834e-07,0.30748429894447327
J,7,9,1,Left,2025-12-04T20:32:31.879612,-1,0.2959475815296173,0.4925297796726227,-1.884150151454378e-07,0.306287944316864
J,7,10,1,Left,2025-12-04T20:32:32.392004,-1,0.29519331455230713,0.4957422614097595,-2.0971957326310076e-07,0.30455484986305237
