class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
L,3,1,1,Left,2026-01-28T09:07:56.944356,-1,0.44884517788887024,0.6215181350708008,2.2677562938611118e-08,0.48904624581336975
L,3,2,1,Left,2026-01-28T09:07:57.454108,-1,0.45247042179107666,0.6262082457542419,5.5472472837436726e-08,0.49231141805648804
L,3,3,1,Left,2026-01-28T09:07:57.983931,-1,0.4536854922771454,0.6277529001235962,3.9151540676130026e-08,0.4923121929168701
L,3,4,1,Left,2026-01-28T09:07:58.541908,-1,0.44955193996429443,0.6273235082626343,4.061440606051292e-08,0.48861458897590637
L,3,5,1,Left,2026-01-28T09:07:59.078254,-1,0.4487302303314209,0.6273748874664307,3.070935861160251e-08,0.48857781291007996
L,3,6,1,Left,2026-01-28T09:07:59.578466,-1,0.44695189595222473,0.6244882941246033,2.596418191558314e-08,0.48549193143844604
L,3,7,1,Left,2026-01-28T09:08:00.080695,-1,0.44811907410621643,0.6230170726776123,2.5767583622382517e-08,0.48626866936683655
L,3,8,1,Left,2026-01-28T09:08:00.583037,-1,0.44899308681488037,0.6242408156394958,2.4901368078644737e-08,0.4874325394630432
L,3,9,1,Left,2026-01-28T09:08:01.096419,-1,0.4476487338542938,0.6225202679634094,2.560900291825874e-08,0.48635387420654297
L,3,10,1,Left,2026-01-28T09:08:01.644398,-1,0.4469490945339203,0.622149646282196,1.684792749756525e-08,0.48516640067100525
