class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
R,10,1,1,Left,2026-01-28T11:34:44.437818,-1,0.37611669301986694,0.8112136125564575,5.581696314038709e-07,0.4543127417564392
R,10,2,1,Left,2026-01-28T11:34:44.994258,-1,0.3732754588127136,0.8109062910079956,4.811083158529073e-07,0.45187807083129883
R,10,3,1,Left,2026-01-28T11:34:45.549270,-1,0.37428736686706543,0.8097584247589111,5.29597173226648e-07,0.4569639563560486
R,10,4,1,Left,2026-01-28T11:34:46.107470,-1,0.3715958893299103,0.8125563263893127,6.137404398032231e-07,0.4534681439399719
R,10,5,1,Left,2026-01-28T11:34:46.673713,-1,0.36906975507736206,0.8161605596542358,5.784820018561732e-07,0.45340776443481445
R,10,6,1,Left,2026-01-28T11:34:47.237816,-1,0.36988523602485657,0.8145061731338501,5.363685886550229e-07,0.4498801827430725
R,10,7,1,Left,2026-01-28T11:34:47.796017,-1,0.36698177456855774,0.8141977190971375,5.135961487212626e-07,0.4498707950115204
R,10,8,1,Left,2026-01-28T11:34:48.336807,-1,0.37283527851104736,0.7991601228713989,5.01895442539535e-07,0.4482076168060303
R,10,9,1,Left,2026-01-28T11:34:48.899139,-1,0.3785091042518616,0.7919055223464966,5.229402972872776e-07,0.42459720373153687
R,10,10,1,Left,2026-01-28T11:34:49.458339,-1,0.3966993987560272,0.7995442152023315,5.252014148027229e-07,0.47174161672592163
