class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
G,9,1,2,"Left,Right",2025-12-04T18:55:33.232263,-1,0.42695721983909607,0.45572781562805176,-1.349940106365466e-07,0.4624808430671692
G,9,2,2,"Left,Right",2025-12-04T18:55:33.792778,-1,0.4200349450111389,0.45660069584846497,-1.1935046018152207e-07,0.4568297564983368
G,9,3,2,"Left,Right",2025-12-04T18:55:34.341928,-1,0.4157582223415375,0.45824575424194336,-7.64493677252176e-08,0.4514986574649811
G,9,4,2,"Left,Right",2025-12-04T18:55:34.898605,-1,0.4157629907131195,0.45562198758125305,-7.5382054376405e-08,0.4519132375717163
G,9,5,2,"Left,Right",2025-12-04T18:55:35.449507,-1,0.41974905133247375,0.45541730523109436,-7.273811064578695e-08,0.4544217586517334
G,9,6,2,"Left,Right",2025-12-04T18:55:36.014887,-1,0.4196108281612396,0.4545794427394867,-9.658121413735898e-09,0.4529436528682709
G,9,7,2,"Left,Right",2025-12-04T18:55:36.561255,-1,0.41883450746536255,0.4562404155731201,-1.1293936097445112e-07,0.4549657702445984
G,9,8,2,"Left,Right",2025-12-04T18:55:37.113529,-1,0.4259898364543915,0.4477759003639221,3.8509384125973156e-08,0.4602583646774292
G,9,9,2,"Left,Right",2025-12-04T18:55:37.626805,-1,0.42292335629463196,0.4546842873096466,-7.351416542178413e-08,0.4594031274318695
G,9,10,2,"Left,Right",2025-12-04T18:55:38.190979,-1,0.4260668158531189,0.45167285203933716,-6.347337944134779e-08,0.4586724638938904
