class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
Q,4,1,2,"Left,Right",2026-01-28T11:27:15.673115,-1,0.34976625442504883,0.7446297407150269,7.268533153137469e-08,0.3989610970020294
Q,4,2,2,"Left,Right",2026-01-28T11:27:16.215384,-1,0.3503000736236572,0.7433325052261353,5.132544345087808e-08,0.39842066168785095
Q,4,3,2,"Left,Right",2026-01-28T11:27:16.747360,-1,0.34952473640441895,0.7420754432678223,2.7917257838794285e-08,0.395994633436203
Q,4,4,2,"Left,Right",2026-01-28T11:27:17.262657,-1,0.3489795923233032,0.7470510601997375,-2.893178585594569e-09,0.3969852328300476
Q,4,5,2,"Left,Right",2026-01-28T11:27:17.873018,-1,0.34672102332115173,0.7480244636535645,1.8702417392546522e-08,0.39451754093170166
Q,4,6,2,"Left,Right",2026-01-28T11:27:18.414573,-1,0.34733620285987854,0.7494405508041382,1.6782779610480247e-08,0.3958338499069214
Q,4,7,2,"Left,Right",2026-01-28T11:27:18.957591,-1,0.3514696955680847,0.7481516599655151,3.877191900869548e-08,0.3981788158416748
Q,4,8,2,"Left,Right",2026-01-28T11:27:19.458583,-1,0.34866100549697876,0.7502254843711853,1.9495522973755897e-09,0.39663320779800415
Q,4,9,2,"Left,Right",2026-01-28T11:27:19.971343,-1,0.3482428789138794,0.752018928527832,3.4094920220439917e-09,0.3950859010219574
Q,4,10,2,"Left,Right",2026-01-28T11:27:20.516025,-1,0.34579533338546753,0.7545937299728394,7.2228028002996325e-09,0.39453452825546265
