class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
X,4,1,2,"Left,Right",2025-12-06T11:42:32.890159,-1,0.28211045265197754,0.8129598498344421,-5.943872949387696e-08,0.36376962065696716
X,4,2,2,"Left,Right",2025-12-06T11:42:33.494365,-1,0.29068639874458313,0.8106104135513306,1.6893285659236312e-09,0.3705809712409973
X,4,3,2,"Left,Right",2025-12-06T11:42:34.089093,-1,0.2753458321094513,0.8095390796661377,2.7211448649921977e-09,0.35779884457588196
X,4,4,1,Right,2025-12-06T11:42:34.618664,0,0.0,0.0,0.0,0.0
X,4,5,2,"Left,Right",2025-12-06T11:42:35.119241,-1,0.22203429043293,0.841850996017456,-1.828060014474886e-08,0.3191479444503784
X,4,6,2,"Left,Right",2025-12-06T11:42:35.689764,-1,0.21500767767429352,0.8369837403297424,-2.0593768468302187e-08,0.3154584765434265
X,4,7,2,"Left,Right",2025-12-06T11:42:36.267043,-1,0.20320181548595428,0.846039891242981,-3.8102641042314644e-08,0.3115360736846924
X,4,8,2,"Left,Right",2025-12-06T11:42:36.846811,-1,0.1943124532699585,0.8429809212684631,-1.5211830017847205e-08,0.3051694929599762
X,4,9,2,"Left,Right",2025-12-06T11:42:37.415669,-1,0.19595572352409363,0.8428254127502441,-7.532420909228676e-09,0.30498307943344116
X,4,10,2,"Left,Right",2025-12-06T11:42:38.009521,-1,0.19704537093639374,0.842451810836792,-3.122429603763521e-08,0.3074769377708435
