class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
T,6,1,2,"Left,Right",2025-12-06T11:04:28.575470,-1,0.20028702914714813,0.3305177688598633,-8.786971705809776e-10,0.2823275923728943
T,6,2,2,"Left,Right",2025-12-06T11:04:29.128005,-1,0.20390085875988007,0.3363816738128662,1.8395716949726193e-08,0.28390002250671387
T,6,3,2,"Left,Right",2025-12-06T11:04:29.721166,-1,0.20702724158763885,0.3347166180610657,-1.163238572132741e-08,0.28655189275741577
T,6,4,2,"Left,Right",2025-12-06T11:04:30.313109,-1,0.2023344784975052,0.3391404449939728,6.881542446990352e-09,0.28260186314582825
T,6,5,2,"Left,Right",2025-12-06T11:04:30.855116,-1,0.1956772357225418,0.34391671419143677,3.843782625523318e-09,0.2747145891189575
T,6,6,2,"Left,Right",2025-12-06T11:04:31.437574,-1,0.20101219415664673,0.34579765796661377,3.126879732917587e-08,0.28214892745018005
T,6,7,2,"Left,Right",2025-12-06T11:04:32.028990,-1,0.21162715554237366,0.33996158838272095,2.319487357738126e-08,0.2896168828010559
T,6,8,2,"Left,Right",2025-12-06T11:04:32.577203,-1,0.2073454111814499,0.340259850025177,2.8308305033419856e-08,0.28769567608833313
T,6,9,2,"Left,Right",2025-12-06T11:04:33.148559,-1,0.2113761305809021,0.342072069644928,1.5740404535335983e-08,0.2916010022163391
T,6,10,2,"Left,Right",2025-12-06T11:04:33.685859,-1,0.20833759009838104,0.34435582160949707,4.238950968016297e-09,0.28790995478630066
