class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
O,1,1,1,Left,2026-01-28T11:16:56.073719,-1,0.3759157657623291,0.7892827987670898,4.0900681597122457e-07,0.4424685835838318
O,1,2,1,Left,2026-01-28T11:16:56.587264,-1,0.3817279040813446,0.7925539016723633,4.3947329686488956e-07,0.4470517039299011
O,1,3,1,Left,2026-01-28T11:16:57.131168,-1,0.3774346113204956,0.790495753288269,4.319680897424405e-07,0.4455161690711975
O,1,4,1,Left,2026-01-28T11:16:57.643738,-1,0.3782024383544922,0.7911582589149475,4.1095390201917326e-07,0.44305911660194397
O,1,5,1,Left,2026-01-28T11:16:58.147113,-1,0.37450292706489563,0.7892906665802002,4.315548380873224e-07,0.43990764021873474
O,1,6,1,Left,2026-01-28T11:16:58.675400,-1,0.3776644468307495,0.7909829020500183,4.2435192426637514e-07,0.443293958902359
O,1,7,1,Left,2026-01-28T11:16:59.223331,-1,0.37706586718559265,0.790907621383667,4.115904346235766e-07,0.4446791708469391
O,1,8,1,Left,2026-01-28T11:16:59.781365,-1,0.37809932231903076,0.795825183391571,3.980803455760906e-07,0.4451957941055298
O,1,9,1,Left,2026-01-28T11:17:00.293852,-1,0.3765326738357544,0.7920207977294922,4.009380916158989e-07,0.442012757062912
O,1,10,1,Left,2026-01-28T11:17:00.840665,-1,0.37571993470191956,0.789745032787323,4.0126832345777075e-07,0.44192323088645935
