class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
B,6,1,2,"Left,Right",2026-01-27T20:49:13.402932,-1,0.20268641412258148,0.6462201476097107,7.20081800409389e-07,0.22973275184631348
B,6,2,2,"Left,Right",2026-01-27T20:49:13.936830,-1,0.19981825351715088,0.6508076786994934,6.774571374990046e-07,0.22806084156036377
B,6,3,2,"Left,Right",2026-01-27T20:49:14.484437,-1,0.20015019178390503,0.6515766978263855,6.697684966638917e-07,0.22854623198509216
B,6,4,2,"Left,Right",2026-01-27T20:49:15.012664,-1,0.20049621164798737,0.648851752281189,6.715778795296501e-07,0.22866269946098328
B,6,5,2,"Left,Right",2026-01-27T20:49:15.549589,-1,0.20141646265983582,0.6442667245864868,8.078820314949553e-07,0.22971050441265106
B,6,6,2,"Left,Right",2026-01-27T20:49:16.116098,-1,0.1998923271894455,0.6450299620628357,7.021263286333124e-07,0.2296111285686493
B,6,7,2,"Left,Right",2026-01-27T20:49:16.648704,-1,0.209525465965271,0.6430310606956482,7.33084220883029e-07,0.2328721135854721
B,6,8,2,"Left,Right",2026-01-27T20:49:17.180083,-1,0.2029714584350586,0.6539586186408997,6.764030331396498e-07,0.22810257971286774
B,6,9,2,"Left,Right",2026-01-27T20:49:17.708853,-1,0.20456720888614655,0.643858790397644,7.40397922527336e-07,0.2309231013059616
B,6,10,2,"Left,Right",2026-01-27T20:49:18.248131,-1,0.19918760657310486,0.6498508453369141,7.096227818692569e-07,0.22583918273448944
