class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
Z,5,1,1,Left,2026-01-28T12:11:03.731143,-1,0.48163527250289917,0.5588354468345642,6.46801225911986e-08,0.4592934548854828
Z,5,2,1,Left,2026-01-28T12:11:04.307243,-1,0.48471522331237793,0.5604485273361206,6.291560339377611e-08,0.4569750428199768
Z,5,3,1,Left,2026-01-28T12:11:04.852518,-1,0.4807007312774658,0.5588355660438538,9.241355058975387e-08,0.45552730560302734
Z,5,4,1,Left,2026-01-28T12:11:05.404041,-1,0.47780394554138184,0.5612756013870239,7.424095826991106e-08,0.44844093918800354
Z,5,5,1,Left,2026-01-28T12:11:05.960914,-1,0.4765603542327881,0.5555728077888489,6.488846793217817e-08,0.4527948200702667
Z,5,6,1,Left,2026-01-28T12:11:06.515433,-1,0.4726210832595825,0.5639155507087708,1.3076762783725826e-08,0.43964993953704834
Z,5,7,1,Left,2026-01-28T12:11:07.086543,-1,0.47637709975242615,0.5615046620368958,6.294281718055572e-08,0.442609965801239
Z,5,8,1,Left,2026-01-28T12:11:07.656835,-1,0.47522127628326416,0.5749745965003967,-2.360546602631075e-08,0.4406736493110657
Z,5,9,1,Left,2026-01-28T12:11:08.212574,-1,0.4758518934249878,0.568229079246521,1.3638437046381569e-08,0.4444243013858795
Z,5,10,1,Left,2026-01-28T12:11:08.753200,-1,0.4792466163635254,0.5710241198539734,4.90187197499381e-08,0.4483555555343628
