class,batch,sample,hand_count,hand_types,timestamp,lm_0,lm_1,lm_2,lm_3,lm_4
Y,1,1,2,"Left,Right",2025-12-06T11:59:20.831605,-1,0.3967433273792267,0.5700648427009583,2.0626659136269154e-07,0.3765222728252411
Y,1,2,2,"Left,Right",2025-12-06T11:59:21.377231,-1,0.39876049757003784,0.5765318870544434,1.738834356501684e-07,0.3790546655654907
Y,1,3,2,"Left,Right",2025-12-06T11:59:21.924408,-1,0.3972887694835663,0.5730254054069519,1.8102437593370269e-07,0.3753751516342163
Y,1,4,2,"Left,Right",2025-12-06T11:59:22.497512,-1,0.40117955207824707,0.5701953172683716,1.886786407112595e-07,0.37764713168144226
Y,1,5,2,"Left,Right",2025-12-06T11:59:23.046974,-1,0.4004456400871277,0.5633044838905334,1.463196070972117e-07,0.3751038908958435
Y,1,6,2,"Left,Right",2025-12-06T11:59:23.634502,-1,0.3944616913795471,0.5727299451828003,2.18732040480063e-07,0.3756304383277893
Y,1,7,2,"Left,Right",2025-12-06T11:59:24.209649,-1,0.3964552581310272,0.5747958421707153,2.226041715402971e-07,0.37587985396385193
Y,1,8,2,"Left,Right",2025-12-06T11:59:24.763975,-1,0.3910232186317444,0.5734819173812866,1.8346118224599195e-07,0.37330135703086853
Y,1,9,2,"Left,Right",2025-12-06T11:59:25.331877,-1,0.40055716037750244,0.5725101232528687,1.874579709237878e-07,0.37635064125061035
Y,1,10,2,"Left,Right",2025-12-06T11:59:25.895960,-1,0.3981812596321106,0.5757355690002441,1.93228217426622e-07,0.37497326731681824
